PMID,GSE_ID,Title,Experiment Type,Summary,Organism,Overall Design
39800688,200210255,Methylation data from stored peripheral blood leukocytes from African American participants in the GENOA study with Infinium HumanMethylationEPIC BeadChip,Methylation profiling by genome tiling array,African-American individuals of the GENOA study,Homo sapiens,N/A
39800688,200210254,Methylation data from stored peripheral blood leukocytes from African American participants in the GENOA study with Infinium HumanMethylation450 BeadChip,Methylation profiling by genome tiling array,African-American individuals of the GENOA study,Homo sapiens,N/A
36510023,200199806,DNA methyltransferases 3A and 3B target specific sequences during mouse gastrulation,Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,"We performed single-cell transcriptome analysis (using MARS-seq) of mouse embryonic stem cells, embryiod bodies and mouse embryos. Additionally, we performed methylation analysis of bulk and single cells of this source (using whole-genome PBAT and PBAT capture).",Mus musculus,N/A
38177678,200214496,DNA methylation restricts default deterministic fates towards neural and germline lineages,Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
38177678,200214458,DNA methylation restricts default deterministic fates towards neural and germline lineages during early development,Genome binding/occupancy profiling by high throughput sequencing,"We investigate the impact of DNA methylation on chromatin accessibility during epiblast differentiation. To this end, we used in vitro Epiblast-like cell (EpiLC) differentiation on WT and DNA-methylation free TKO murine ESCs. We next performed ATAC seq using TDE1 Tn5 transposase (Nextera).",Mus musculus,N/A
36539615,200186357,Dynamics of DNA hydroxymethylation and methylation during mouse embryonic and germline development,Methylation profiling by high throughput sequencing; Expression profiling by high throughput sequencing,"In mammals, DNA 5-hydroxymethylcytosine (5hmC) is involved in methylation reprogramming during early embryonic development. Yet, to what extent 5hmC participates in genome-wide methylation reprogramming remains largely unknown. Here, we characterize the 5hmC landscapes in mouse early embryos and germ cells with parental allele specificity. DNA hydroxymethylation was most strongly correlated with DNA demethylation as compared with de novo or maintenance methylation in zygotes, while 5hmC was targeted to particular de novo methylated sites in postimplantation epiblasts. Surprisingly, DNA replication was also required for 5hmC generation, especially in the female pronucleus. More strikingly, aberrant nuclear localization of Dnmt1/Uhrf1 in mouse zygotes due to maternal deficiency of Nlrp14 led to defects in DNA-replication-coupled passive demethylation and impaired 5hmC deposition, revealing the divergency between genome-wide 5-methylcytosine (5mC) maintenance and Tet-mediated oxidation. In summary, our work provides insights and a valuable resource for the study of epigenetic regulation in early embryo development.",Mus musculus,N/A
37871105,200215954,Precision pharmacological reversal of strain-specific diet-induced metabolic syndrome in mice informed by epigenetic and transcriptional regulation,Methylation profiling by high throughput sequencing; Expression profiling by high throughput sequencing,"We exposed three mouse strains to a high-fat high-carbohydrate diet, leading to varying degrees of metabolic syndrome. Comprehensive methylation and transcriptomic analysis found overlapping but also highly divergent changes in DNA methylation and gene expression, with pathway analysis suggesting a strategy for strain-specific targeted pharmacologic intervention of upstream regulators. Administeration of the drug GW4064 to target one of these genotype-dependent networks, the farnesoid X receptor pathway resulted in genotype-specific protection against dietary effects in BL6 as predicted by our epigenetic analysis.",Mus musculus,N/A
35235788,200180979,Placenta and fetal brain share a neurodevelopmental disorder DNA methylation profile in a mouse model of prenatal PCB exposure,Methylation profiling by high throughput sequencing; Expression profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
35235788,200171017,Placenta and fetal brain share a neurodevelopmental disorder DNA methylation profile in a mouse model of prenatal PCB exposure [RNA],Expression profiling by high throughput sequencing,"Polychlorinated biphenyls (PCBs) are developmental neurotoxicants implicated as environmental risk factors for neurodevelopmental disorders (NDD). We examined the effects of prenatal exposure to a human-relevant mixture of PCBs on the DNA methylation profiles of fetal mouse brain and placenta. We found thousands of differentially methylated regions (DMRs) distinguishing placentas and brains from PCB-exposed embryos from sex-matched vehicle controls. In both placenta and brain, PCB-associated DMRs were enriched for functions related to neurodevelopment and cellular signaling and enriched within regions of bivalent chromatin. The placenta and brain PCB DMRs overlapped significantly and mapped to a shared subset of genes enriched for Wnt signaling, Slit/Robo signaling, and genes differentially expressed in NDD models. PBC DMRs also significantly overlapped with DMRs from the brains of humans with Rett syndrome and Dup15q syndrome. These results demonstrate that placenta can be used as a surrogate for embryonic brain DNA methylation changes relevant to an NDD.",Mus musculus,N/A
35235788,200171016,Placenta and fetal brain share a neurodevelopmental disorder DNA methylation profile in a mouse model of prenatal PCB exposure [WGBS],Methylation profiling by high throughput sequencing,"Polychlorinated biphenyls (PCBs) are developmental neurotoxicants implicated as environmental risk factors for neurodevelopmental disorders (NDD). We examined the effects of prenatal exposure to a human-relevant mixture of PCBs on the DNA methylation profiles of fetal mouse brain and placenta. We found thousands of differentially methylated regions (DMRs) distinguishing placentas and brains from PCB-exposed embryos from sex-matched vehicle controls. In both placenta and brain, PCB-associated DMRs were enriched for functions related to neurodevelopment and cellular signaling and enriched within regions of bivalent chromatin. The placenta and brain PCB DMRs overlapped significantly and mapped to a shared subset of genes enriched for Wnt signaling, Slit/Robo signaling, and genes differentially expressed in NDD models. PBC DMRs also significantly overlapped with DMRs from the brains of humans with Rett syndrome and Dup15q syndrome. These results demonstrate that placenta can be used as a surrogate for embryonic brain DNA methylation changes relevant to an NDD.",Mus musculus,N/A
27799057,200084422,Molecular Signatures Underlying Selective Regional Vulnerability to Alzheimer's Disease,Expression profiling by array,"Alzheimer's disease (AD) is the most common form of dementia, characterized by progressive cognitive impairment and neurodegeneration as a result of abnormal neuronal loss. To elucidate the molecular systems associated with AD, we characterized the gene expression changes associated with multiple clinical and neuropathological traits in 1,053 postmortem brain samples across 19 brain regions from 125 persons dying with varying severities of dementia and variable AD-neuropathology severities.",Homo sapiens,N/A
30820472,200120584,Risk prediction models for dementia constructed by supervised principal component analysis using miRNA expression data,Non-coding RNA profiling by array,"Alzheimer’s disease (AD) is the most common subtype of dementia, followed by Vascular Dementia (VaD), and Dementia with Lewy Bodies (DLB). Recently, microRNAs (miRNAs) have received a lot of attention as the novel biomarkers for dementia. Here, using serum miRNA expression of 1,601 Japanese individuals, we investigated potential miRNA bio- markers and constructed risk prediction models, based on a supervised principal component analysis (PCA) logistic regression method, according to the subtype of dementia. The final risk prediction model achieved a high accuracy of 0.873 on a validation cohort in AD, when using 78 miRNAs: Accuracy = 0.836 with 86 miRNAs in VaD; Accuracy = 0.825 with 110 miRNAs in DLB. To our knowledge, this is the first report applying miRNA-based risk pre- diction models to a dementia prospective cohort. Our study demonstrates our models to be effective in prospective disease risk prediction; and with further improvement may contribute to practical clinical use in dementia.",Homo sapiens,N/A
31666070,200120584,Risk prediction models for dementia constructed by supervised principal component analysis using miRNA expression data,Non-coding RNA profiling by array,"Alzheimer’s disease (AD) is the most common subtype of dementia, followed by Vascular Dementia (VaD), and Dementia with Lewy Bodies (DLB). Recently, microRNAs (miRNAs) have received a lot of attention as the novel biomarkers for dementia. Here, using serum miRNA expression of 1,601 Japanese individuals, we investigated potential miRNA bio- markers and constructed risk prediction models, based on a supervised principal component analysis (PCA) logistic regression method, according to the subtype of dementia. The final risk prediction model achieved a high accuracy of 0.873 on a validation cohort in AD, when using 78 miRNAs: Accuracy = 0.836 with 86 miRNAs in VaD; Accuracy = 0.825 with 110 miRNAs in DLB. To our knowledge, this is the first report applying miRNA-based risk pre- diction models to a dementia prospective cohort. Our study demonstrates our models to be effective in prospective disease risk prediction; and with further improvement may contribute to practical clinical use in dementia.",Homo sapiens,N/A
34686734,200167559,Dementia subtype prediction models constructed by penalized regression methods for multiclass classification using serum microRNA expression data,Expression profiling by array,"There are many subtypes of dementia, and identification of diagnostic biomarkers that are minimally-invasive, low-cost, and efficient is desired. Circulating microRNAs (miRNAs) have recently gained attention as easily accessible and non-invasive biomarkers. We conducted a comprehensive miRNA expression analysis of serum samples from 1348 Japanese dementia patients, composed of four subtypes—Alzheimer’s disease (AD), vascular dementia, dementia with Lewy bodies (DLB), and normal pressure hydrocephalus—and 246 control subjects. We used this data to construct dementia subtype prediction models based on penalized regression models with the multiclass classification. We constructed a final prediction model using 46 miRNAs, which classified dementia patients from an independent validation set into four subtypes of dementia. Network analysis of miRNA target genes revealed important hub genes, SRC and CHD3, associated with the AD pathogenesis. Moreover, MCU and CASP3, which are known to be associated with DLB pathogenesis, were identified from our DLB-specific target genes. Our study demonstrates the potential of blood-based biomarkers for use in dementia-subtype prediction models. We believe that further investigation using larger sample sizes will contribute to the accurate classification of subtypes of dementia.",Homo sapiens,N/A
34686734,200120584,Risk prediction models for dementia constructed by supervised principal component analysis using miRNA expression data,Non-coding RNA profiling by array,"Alzheimer’s disease (AD) is the most common subtype of dementia, followed by Vascular Dementia (VaD), and Dementia with Lewy Bodies (DLB). Recently, microRNAs (miRNAs) have received a lot of attention as the novel biomarkers for dementia. Here, using serum miRNA expression of 1,601 Japanese individuals, we investigated potential miRNA bio- markers and constructed risk prediction models, based on a supervised principal component analysis (PCA) logistic regression method, according to the subtype of dementia. The final risk prediction model achieved a high accuracy of 0.873 on a validation cohort in AD, when using 78 miRNAs: Accuracy = 0.836 with 86 miRNAs in VaD; Accuracy = 0.825 with 110 miRNAs in DLB. To our knowledge, this is the first report applying miRNA-based risk pre- diction models to a dementia prospective cohort. Our study demonstrates our models to be effective in prospective disease risk prediction; and with further improvement may contribute to practical clinical use in dementia.",Homo sapiens,N/A
22384383,200033528,Genome-wide survey of large rare copy number variations in Alzheimer’s disease among Caribbean Hispanics,Genome variation profiling by SNP array,"Recently genome-wide association studies have identified significant association between Alzheimer’s disease and variations in CLU, PICALM, BIN1, CR1, MS4A4/MS4A6E, CD2AP, CD33, EPHA1 and ABCA7. However, the pathogenic variants in these loci have not yet been found. We conducted a genome-wide scan for large copy number variations (CNVs) in a dataset of Caribbean Hispanic origin (554 controls and 559 cases with late-onset Alzheimer’s disease) that was previously investigated in a SNP-based genome-wide association study using Illumina HumanHap 650Y platform. We ran four CNV calling algorithms and analyzed rare large CNVs (>100 Kb) to obtain high-confidence calls that were detected by at least two algorithms. In total, 734 such CNVs were observed in our dataset. Global burden analyses did not reveal significant differences between cases and controls in CNV rate, distribution of deletions or duplications, total or average CNV size; and number of genes affected by CNVs. However, we observed a nominal association between Alzheimer’s disease and a ~470 Kb duplication on chromosome15q11.2 (P=0.037). This duplication, encompassing up to five genes (TUBGCP5, CYFIP1, NIPA2, NIPA1 and WHAMML1) was present in 10 cases (2.6%) and 3 controls (0.8%). The dosage increase of CYFIP1 and NIPA1 genes was further confirmed by quantitative PCR. The current study did not detect CNVs (including common CNVs) that affect novel Alzheimer’s disease loci reported by large genome-wide association studies. However, since the array technology used in our study has limitations in detecting small CNVs, future studies must carefully assess novel AD associated genes for the presence of disease related CNVs.",Homo sapiens,N/A
34033742,200172402,microRNA-132 regulates adult neural stem cells and their progeny to restore adult hippocampal neurogenesis and memory deficits in Alzheimer’s disease,Expression profiling by high throughput sequencing,"Neural stem cells residing in the hippocampal neurogenic niche sustain life-long neurogenesis in the adult brain. Adult hippocampal neurogenesis (AHN) is functionally linked to mnemonic and cognitive plasticity in humans and rodents. In Alzheimer’s disease (AD), the process of generating new neurons at the hippocampal neurogenic niche is impeded, yet the mechanisms involved are unknown. Here we identify miR-132, one of the most consistently downregulated microRNAs in AD, as a potent regulator of AHN, exerting cell-autonomous pro-neurogenic effects in the adult neural stem cells and their progeny. Using distinct AD mouse models, cultured human primary and established neural stem cells, and human patient material, we demonstrate that AHN is directly impacted by AD pathology. miR-132 replacement in adult mouse AD hippocampus restores AHN and relevant memory deficits. Our findings corroborate the significance of AHN in AD and reveal the possible therapeutic significance of targeting miR-132 in neurodegeneration.",Mus musculus,N/A
33589615,200164788,Machine Learning Identifies Candidates for Drug Repurposing in Alzheimer's Disease,Expression profiling by high throughput sequencing,"Clinical trials of novel therapeutics for Alzheimer's Disease (AD) have consumed a large amount of time and resources with largely negative results. Repurposing drugs already approved by the Food and Drug Administration (FDA) for another indication is a more rapid and less expensive option. In this study, we profile 80 FDA-approved and clinically tested drugs in neural cell cultures, with the goal of producing a ranked list of possible repurposing candidates.",Homo sapiens,N/A
31792364,200127711,"Blood Biomarkers for Memory: Towards Early Detection of Risk for Alzheimer Disease, Pharmacogenomics, and Repurposed Drugs",Expression profiling by array,"Short-memory dysfunction is a key early feature of Alzheimer Disease. Psychiatric patients may be at higher risk for memory dysfunction and subsequent Alzheimer due to the negative effects of stress and depression on the brain. We carried out longitudinal within-subject studies in male and female psychiatric patients to identify blood gene expression biomarkers that track short term memory as measured by the retention measure in the Hopkins Verbal Learning Test. These biomarkers were prioritized with a convergent functional genomics approach using previous evidence in the field implicating them in Alzheimer Disease. The top candidate biomarkers were tested in an independent cohort for ability to predict state short-term memory, and trait future positive neuropsychological testing for cognitive impairment",Homo sapiens,N/A
29576475,200109159,Smart-seq2 analysis of larval zebrafish habenula from the gng8-GFP transgenic line,Expression profiling by high throughput sequencing,"The identification of cell types and marker genes is critical for dissecting neural development and function, but the size and complexity of the brain has hindered the comprehensive discovery of cell types. We combined single-cell RNA-seq with anatomical brain registration to create a comprehensive map of the zebrafish habenula, a conserved forebrain hub involved in pain processing and learning. Single-cell transcriptomes of ~13000 habenular cells (>4x coverage) identified 18 neuronal types and dozens of marker genes. Registration of marker genes onto a common reference atlas created a rich resource for anatomical and functional studies and enabled the mapping of active neurons onto neuronal types following aversive stimuli. Strikingly, despite brain growth and functional maturation, cell types were retained between the larval and adult habenula. This study provides a gene expression atlas to dissect habenular development and function and offers a general framework for the comprehensive characterization of other brain regions.",Danio rerio,N/A
29576475,200109158,10X genomics analysis of adult and larval habenula from the gng8-GFP transgenic line,Expression profiling by high throughput sequencing,"The identification of cell types and marker genes is critical for dissecting neural development and function, but the size and complexity of the brain has hindered the comprehensive discovery of cell types. We combined single-cell RNA-seq with anatomical brain registration to create a comprehensive map of the zebrafish habenula, a conserved forebrain hub involved in pain processing and learning. Single-cell transcriptomes of ~13000 habenular cells (>4x coverage) identified 18 neuronal types and dozens of marker genes. Registration of marker genes onto a common reference atlas created a rich resource for anatomical and functional studies and enabled the mapping of active neurons onto neuronal types following aversive stimuli. Strikingly, despite brain growth and functional maturation, cell types were retained between the larval and adult habenula. This study provides a gene expression atlas to dissect habenular development and function and offers a general framework for the comprehensive characterization of other brain regions.",Danio rerio,N/A
29576475,200105115,Comprehensive identification and spatial mapping of habenular neuronal types using single cell RNAseq,Expression profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Danio rerio,N/A
39762647,200261729,Investigating the transcriptional heterogeneity of the beta cells experiencing Ca2+ excitotoxicity,Expression profiling by high throughput sequencing,"Beta cells are remarkably heterogeneous. However, beta cells response to chronic stress at a single cell level remains largely unknown. Here, we used a chemo-genetic model of beta cell excitotoxcity coupled with single cell RNA sequencing to understand beta cells response to chronic stress. Remarkably, we found that a subset of stressed beta cells progressed towards death while the other group evaded the destruction by dedifferentiation. Vulnerable beta cells that progressed towards death showed upregulation of genes implicated in apoptosis, inflammation and immune system activation. The resilient beta cells that evaded the stress showed increased expression aldh1a3, a canonical marker of mammalian beta cell dedifferentiation.",Danio rerio,N/A
32084358,200121750,Functional heterogeneity within the developing zebrafish epicardium,Expression profiling by high throughput sequencing,"The epicardium is essential during cardiac development, homeostasis and repair and yet fundamental insights into its underlying cell biology, notably epicardium formation, lineage heterogeneity and functional cross-talk with other cell types in the heart, is currently lacking. In this study, we investigated epicardial heterogeneity and the functional diversity of discrete epicardial subpopulations in the developing zebrafish heart. Single-cell RNA-sequencing uncovered three epicardial subpopulations with specific genetic programmes and distinctive spatial distribution within the developing heart. Perturbation of unique gene signatures uncovered distinct functions associated with each subpopulation and established novel epicardial roles in cell adhesion, migration, and chemotaxis as a mechanism for recruitment of leukocytes into the heart. This work elucidates the mutual spatiotemporal relationships between different epicardial subpopulations and assigns unique function to each during cardiac development. Understanding which mechanisms cells employ to establish a functional epicardium and to communicate with other cardiovascular cell types during development will bring us closer to repairing cellular relationships that are disrupted during cardiovascular disease.",Danio rerio,N/A
38977847,200243256,Mapping the chromatin accessibility landscape of zebrafish embryogenesis at single-cell resolution by SPATAC-seq,Genome binding/occupancy profiling by high throughput sequencing,"Zebrafish is a popular model for studies of embryonic development. Recent surveys of zebrafish embryogenesis with single-cell transcriptomics have uncovered hundreds of cell types, but the dynamic accessible regions of the genome that determine regulatory programs responsible for the unique identity and function of each cell type during embryogenesis lack detailed study. Here, we present SPATAC-seq: a split-pool ligation-based high-throughput single-cell assay for transposase-accessible chromatin using sequencing. Using SPATAC-seq, we profiled chromatin accessibility in more than 808,046 individual nuclei across 20 developmental stages spanning the sphere stage to the early larval protruding mouth stages in a single experiment. Using this chromatin accessibility map, we identified 604 cell types and inferred their developmental relationships. We also identified ﻿959,040 candidate cis-regulatory elements (cCREs) and delineate development-specific cCREs, as well as transcription factors defining diverse cell identities. Importantly, transient reporter assays confirmed that a majority of tested cCREs exhibited robust ﻿enhanced EGFP expression in restricted cell types or tissues. Finally, we explored gene regulatory programs that drive pigment and notochord cell differentiation. Our work provides a comprehensive and valuable open resource for exploring transcriptional regulators that determine cell fate specification in zebrafish embryogenesis.",Danio rerio,N/A
38977847,200215901,SPATAC-seq: split-pool ligation-based single cell ATAC-seq method,Genome binding/occupancy profiling by high throughput sequencing,"To establish an ultra-high-throughput single cell chromatin accessibility profiling method that is cost-effective and widely accessible, we built on sci-ATAC-seq (Cusanovich, D. A. et al. Science. 2015; Amini, S. et al. Nature Genetics. 2014) and SPLIT-seq (Rosenberg, A. B. et al. Science. 2018) to design SPATAC-seq, which in situ label chromatin fragment in the same single cell through combinatorial barcoding. Briefly, in SPATAC-seq, (1) fixed nuclei are transposed in 48 different wells by 48 unique Tn5 transposase, which containing barcoded adaptors and 5'-phosphorylation; (2) the nuclei from all wells are collected and redistributed into second and third 48-well plate in turn, where the next two rounds of indexing are achieved through into either end of the custom transposome, which result in the generation of more than 110,000 (48^3) unique barcode combinations. (3) the nuclei are pooled, split into sublibraries and lysed, and the DNA was amplified by polymerase chain reaction (PCR), which introduce illumina sequencing barcodes and complete libraries construction. (4) After sequencing, fastq files were demultiplexed according to the same four-barcode combinations. For profiling more cells in one sublibrary, we can increase the number of barcode combinations by increase the number of indexing of each round to 96, which can produce about 1 million combinations. To assess the fidelity of SPATAC-seq, we performed a species-mixing experiment with cultured human (K562) and mouse (Hepa) cells. Here, we tagged mixed permeabilized nuclei with only 8 barcoded transposome. In round 4, we generated eight sublibraries with different cell-recovery targets, which can be used to evaluating the stability of this method and the correlation between real doublet rates and theoretical value.",Homo sapiens; Mus musculus,N/A
25493933,200060202,Natural Variation in Fish Transcriptomes: Comparative Analysis of the Fathead Minnow (Pimephales promelas) and Zebrafish (Danio rerio),Expression profiling by array; Third-party reanalysis,This SuperSeries is composed of the SubSeries listed below.,Pimephales promelas,N/A
25493933,200060167,Natural Variation in Fish Transcriptomes: Comparative Analysis of the Zebrafish (Danio rerio),Third-party reanalysis; Expression profiling by array,"Fathead minnow and zebrafish are among the most intensively studied fish species in environmental toxicogenomics. To aid the assessment and interpretation of subtle transcriptomic effects from treatment conditions of interest, there needs to be a better characterization and understanding of the natural variation in gene expression among fish individuals within populations. Little effort, however, has been made in this area. Leveraging the transcriptomics data from a number of our toxicogenomics studies conducted over the years, we conducted a meta-analysis of nearly 600 microarrays generated from the ovary tissue of untreated, reproductively mature fathead minnow and zebrafish samples. As expected, there was considerable batch-to-batch transcriptomic variation; this “batch-effect” appeared to impact the fish transcriptomes randomly. The overall level of variation within-batch was quite low in fish ovary tissue, making it a suitable system for studying chemical stressors with subtle biological effects. The within-batch variation, however, differed considerably among individual genes and molecular pathways. This difference in variability is probably both technical and biological, thus suggesting a need to take into account both the expression levels and variance in evaluating and interpreting the transcriptional impact on genes and pathways by experimental conditions. There was significant conservation of both the genomes and transcriptomes between fathead minnow and zebrafish. The conservation to such a degree would enable not only a comparative biology approach in studying the mechanisms of action underlying environmental stressors, but also effective sharing of a large amount of existing public transcriptomics data for future development of toxicogenomics applications.",Danio rerio,N/A
25493933,200060126,Natural Variation in Fish Transcriptomes: Comparative Analysis of the Fathead Minnow (Pimephales promelas),Expression profiling by array,"Fathead minnow and zebrafish are among the most intensively studied fish species in environmental toxicogenomics. To aid the assessment and interpretation of subtle transcriptomic effects from treatment conditions of interest, there needs to be a better characterization and understanding of the natural variation in gene expression among fish individuals within populations. Little effort, however, has been made in this area. Leveraging the transcriptomics data from a number of our toxicogenomics studies conducted over the years, we conducted a meta-analysis of nearly 600 microarrays generated from the ovary tissue of untreated, reproductively mature fathead minnow and zebrafish samples. As expected, there was considerable batch-to-batch transcriptomic variation; this “batch-effect” appeared to impact the fish transcriptomes randomly. The overall level of variation within-batch was quite low in fish ovary tissue, making it a suitable system for studying chemical stressors with subtle biological effects. The within-batch variation, however, differed considerably among individual genes and molecular pathways. This difference in variability is probably both technical and biological, thus suggesting a need to take into account both the expression levels and variance in evaluating and interpreting the transcriptional impact on genes and pathways by experimental conditions. There was significant conservation of both the genomes and transcriptomes between fathead minnow and zebrafish. The conservation to such a degree would enable not only a comparative biology approach in studying the mechanisms of action underlying environmental stressors, but also effective sharing of a large amount of existing public transcriptomics data for future development of toxicogenomics applications.",Pimephales promelas,N/A
31125107,200122497,Large-scale serum microRNA profiling for developing an esophageal squamous cell carcinoma detection model,Non-coding RNA profiling by array,A serum miRNA combination could be a powerful classifier for the detection of esophageal squamous cell carcinoma.,Homo sapiens,N/A
26749252,200073002,A novel combination of serum microRNAs for detecting breast cancer in the early stage,Non-coding RNA profiling by array,"MicroRNAs (miRNAs), which are stably present in serum, have been reported to be potentially useful for detecting cancer. In the present study, we examined the expression profiles of serum miRNAs in large cohorts to identify the miRNAs that can be used to detect breast cancer in the early stage. We comprehensively evaluated serum miRNA expression profiles using highly sensitive microarray analysis. A total of 1,280 serum samples of breast cancer patients stored in the National Cancer Center Biobank were used. Additionally, 2,836 serum samples were obtained from non-cancer controls and 514 from patients with other types of cancers or benign diseases. The samples were divided to a training cohort including non-cancer controls, other cancers and breast cancer and a test cohort including non-cancer controls and breast cancer. The training cohort was used to identify a combination of miRNAs that detect breast cancer, and the test cohort was used to validate that combination. miRNA expression was compared between breast cancer and non-breast cancer serum , and a combination of five miRNAs (miR-1246, miR-1307-3p, miR-4634, miR-6861-5p, and miR-6875-5p) was found to detect breast cancer. This combination had a sensitivity of 97.3%, specificity of 82.9%, and accuracy of 89.7% for breast cancer in the test cohort Additionally, the combination could detect breast cancer in the early stage (sensitivity of 98.0% for T0).",Homo sapiens,N/A
39587714,200106817,Integrated extracellular microRNA profiling for ovarian cancer screening,Non-coding RNA profiling by array,A serum miRNA combination could be a powerful classifier for the detEsophageal Cancertion of patients with ovarian cancer.,Homo sapiens,N/A
30333487,200106817,Integrated extracellular microRNA profiling for ovarian cancer screening,Non-coding RNA profiling by array,A serum miRNA combination could be a powerful classifier for the detEsophageal Cancertion of patients with ovarian cancer.,Homo sapiens,N/A
30333487,200103708,The profile of exosomal and cellular miRNA in ovarian cancer cell lines,Non-coding RNA profiling by array,"To check the profile of exosomal and cellular miRNA in ovarian cancer cell lines, total RNA were extracted from exosomes and cells. Thirteen ovarian cancer cell lines (A2780, ES-2, CAOV3, SKOV3, OV-90, OAW42, MCAS, COV362, RMG-1, RMUG-S, KURAMOCHI, NIH-OVCAR3 and A2780cis) were investigated, and HOSE1, HOSE2 and HOSE3 (human ovarian surface epithelim cell lines) were used as control.",Homo sapiens,N/A
33743111,200164174,A novel combination of serum microRNAs for the detection of early gastric cancer,Non-coding RNA profiling by array,A serum miRNA combination could be a powerful classifier for the detection of patients with early stage gastric cancer.,Homo sapiens,N/A
35172154,200159596,Non-coding RNAs shape cortical neurons developmental trajectories,Expression profiling by high throughput sequencing,"A hallmark of cortical evolution is the high dynamic subventricular zone (SVZ) expansion, where basal progenitors (BPs) amplify and neuronal transcriptional programs unfold. How non-coding molecular factors such as microRNAs influence these developmental trajectories and regulate the acquisition of cortical type identities is largely unknown. Here we demonstrate that miR-137 and miR-122 regulate the positioning and identity features of superficial layer cortical neurons by acting at distinct steps of their developmental trajectories. MiR-137 sustains basal progenitor amplification by reverting their neurogenic commitment and inducing high proliferative state upregulating Cd63 and inhibiting Myt1l. Cd63 is an extra-cellular matrix (ECM) receptor which interacts with b3- and 1-integrin pathways to promote proliferation, while Myt1l is a transcription factor that promotes and sustains neuronal fate. The BPs amplification by miR-137 is converted in the promotion of intracortical projecting neuron (ICPN) identity and L2/3 expansion. As opposed to miR-137, miR-122 acts postmitotically, affecting the bioelectrical properties, the calcium and cytoskeleton dynamics of newborn neurons as well as their transcriptional program, leading to a persistent molecular immaturity across time. Overall, these findings reveal that miR-137 and miR-122 are key regulators of the developmental trajectory of cortical neurons across evolution.",Mus musculus,N/A
35172154,200063203,A restricted period for formation of Outer Subventricular Zone defined by Cdh1 and Trnp1 levels,Expression profiling by array,"The Outer Subventricular Zone (OSVZ) is a germinal layer playing key roles in the development of the neocortex, with particular relevance in gyrencephalic species like human and ferret where it contains abundant basal Radial Glia Cells (bRGCs) that promote cortical expansion. Here we identify a brief period in ferret embryonic development when apical RGCs generate a burst of bRGCs that become founders of the OSVZ. After this period, bRGCs in the OSVZ proliferate and self-renew exclusively locally, thereby forming a self-sustained lineage independent from the other germinal layers. The time window for the brief period of OSVZ bRGC production is delineated by the coincident down-regulation of Cdh1 and Trnp1, and their up-regulation reduces bRGC production and prevents OSVZ seeding. This mechanism in cortical development may have key relevance in brain evolution and disease",Mustela putorius furo,N/A
35172154,200060687,Sharp changes in gene expression levels along germinal layers distinguish the development of gyrencephaly,Expression profiling by array,"Gyrencephalic species develop folds in the cerebral cortex in a stereotypic manner, but the genetic mechanisms underlying this unique patterning process are unknown. We present a large-scale transcriptomic analysis of individual germinal layers in the developing cortex of the gyrencephalic ferret, comparing between regions prospective of fold and fissure. We find unique transcriptional signatures in each germinal compartment, indicating that thousands of genes are differentially expressed between regions, including ~80% of genes mutated in human cortical malformations. Regional differences result from sharp changes in gene expression levels, which occur at multiple locations across the developing cortex of ferret and human, but not in the lissencephalic mouse. These complex expression patterns emerge sequentially during development and map the eventual location of specific folds and fissures. Our findings demonstrate that step-wise gene expression maps within germinal layers distinguish the development of gyrencephaly from lissencephaly, and may contribute to identify novel genes responsible for human malformations.",Mustela putorius furo,N/A
32025611,200113740,High-sensitive circulating microRNA panel for early detection of hepatocellular carcinoma,Non-coding RNA profiling by array,A serum miRNA combination could be a powerful classifier for the detection of hepatocellular carcinoma. Keywords: Non-coding RNA profiling by array,Homo sapiens,N/A
31136284,200117064,Serum miRNA-based risk prediction for stroke,Non-coding RNA profiling by array,The serum miRNAs were correlated with predicted the incidence of stroke.,Homo sapiens,N/A
